height,length,width,driveline,engine,gears,transmission,cty,fuel_type,hwy,id,make,model_year,year,hp,torque,model,km_per_l_cty,km_per_l_hwy
161,10,214,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6,Automatic,15,Gasoline,21,2010 Chevrolet Tahoe LT 4WD,Chevrolet,2010 Chevrolet Tahoe,2010,320,335,Chevrolet Tahoe,5.286343612334802,7.400881057268723
161,10,214,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6,Automatic,15,Gasoline,21,2010 Chevrolet Tahoe LTZ,Chevrolet,2010 Chevrolet Tahoe,2010,320,335,Chevrolet Tahoe,5.286343612334802,7.400881057268723
161,10,214,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6,Automatic,15,Gasoline,21,2010 Chevrolet Tahoe LTZ 4WD,Chevrolet,2010 Chevrolet Tahoe,2010,320,335,Chevrolet Tahoe,5.286343612334802,7.400881057268723
153,15,191,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8,Automatic,16,Gasoline,23,2011 BMW X6 xDrive35i,BMW,2011 BMW X6,2011,300,300,BMW X6,5.638766519823789,8.105726872246697
153,15,191,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,8,Automatic,14,Gasoline,20,2011 BMW X6 xDrive50i,BMW,2011 BMW X6,2011,400,450,BMW X6,4.933920704845815,7.048458149779735
102,10,214,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,23,2011 Chevrolet Tahoe Hybrid 1HY,Chevrolet,2011 Chevrolet Tahoe Hybrid,2011,332,367,Chevrolet Tahoe Hybrid,7.048458149779735,8.105726872246697
107,10,214,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,23,2011 Chevrolet Tahoe Hybrid 1HY 4WD,Chevrolet,2011 Chevrolet Tahoe Hybrid,2011,332,367,Chevrolet Tahoe Hybrid,7.048458149779735,8.105726872246697
102,10,214,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2010 Chevrolet Tahoe Hybrid 1HY,Chevrolet,2010 Chevrolet Tahoe Hybrid,2010,332,367,Chevrolet Tahoe Hybrid,7.400881057268723,7.75330396475771
107,10,214,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2010 Chevrolet Tahoe Hybrid 1HY 4WD,Chevrolet,2010 Chevrolet Tahoe Hybrid,2010,332,367,Chevrolet Tahoe Hybrid,7.400881057268723,7.75330396475771
10,143,254,Rear-wheel drive,BMW 3.0L 6 Cylinder 255hp 220 ft-lbs,6,Manual,18,Gasoline,28,2010 BMW Z4 Roadster sDrive30i,BMW,2010 BMW Z4 Roadster,2010,255,220,BMW Z4 Roadster,6.343612334801763,9.86784140969163
10,143,254,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Manual,18,Gasoline,25,2010 BMW Z4 Roadster sDrive35i,BMW,2010 BMW Z4 Roadster,2010,300,300,BMW Z4 Roadster,6.343612334801763,8.810572687224669
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2012 Chevrolet Traverse LS,Chevrolet,2012 Chevrolet Traverse,2012,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2012 Chevrolet Traverse LS AWD,Chevrolet,2012 Chevrolet Traverse,2012,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2012 Chevrolet Traverse 1LT,Chevrolet,2012 Chevrolet Traverse,2012,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2012 Chevrolet Traverse 1LT AWD,Chevrolet,2012 Chevrolet Traverse,2012,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2012 Chevrolet Traverse 2LT,Chevrolet,2012 Chevrolet Traverse,2012,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2012 Chevrolet Traverse 2LT AWD,Chevrolet,2012 Chevrolet Traverse,2012,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,17,Gasoline,24,2012 Chevrolet Traverse LTZ,Chevrolet,2012 Chevrolet Traverse,2012,288,270,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,16,Gasoline,23,2012 Chevrolet Traverse LTZ AWD,Chevrolet,2012 Chevrolet Traverse,2012,288,270,Chevrolet Traverse,5.638766519823789,8.105726872246697
10,145,254,Rear-wheel drive,BMW 3.0L 6 Cylinder 255hp 220 ft-lbs,6,Automatic,18,Gasoline,28,2011 BMW Z4 Roadster sDrive30i AT,BMW,2011 BMW Z4 Roadster,2011,255,220,BMW Z4 Roadster,6.343612334801763,9.86784140969163
10,145,254,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Manual,19,Gasoline,26,2011 BMW Z4 Roadster sDrive35i,BMW,2011 BMW Z4 Roadster,2011,300,300,BMW Z4 Roadster,6.696035242290749,9.162995594713657
10,145,254,Rear-wheel drive,BMW 3.0L 6 Cylinder 255hp 220 ft-lbs,6,Manual,18,Gasoline,28,2011 BMW Z4 Roadster sDrive30i,BMW,2011 BMW Z4 Roadster,2011,255,220,BMW Z4 Roadster,6.343612334801763,9.86784140969163
100,6,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6,Automatic,13,Gasoline,18,2011 Cadillac Escalade EXT,Cadillac,2011 Cadillac Escalade EXT,2011,403,417,Cadillac Escalade EXT,4.581497797356828,6.343612334801763
100,6,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6,Automatic,9,E85,13,2011 Cadillac Escalade EXT Luxury,Cadillac,2011 Cadillac Escalade EXT,2011,403,417,Cadillac Escalade EXT,3.1718061674008813,4.581497797356828
100,6,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6,Automatic,13,Gasoline,18,2011 Cadillac Escalade EXT Premium,Cadillac,2011 Cadillac Escalade EXT,2011,403,417,Cadillac Escalade EXT,4.581497797356828,6.343612334801763
100,6,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6,Automatic,13,Gasoline,20,2010 Cadillac Escalade EXT,Cadillac,2010 Cadillac Escalade EXT,2010,403,417,Cadillac Escalade EXT,4.581497797356828,7.048458149779735
100,6,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6,Automatic,10,E85,15,2010 Cadillac Escalade EXT Premium,Cadillac,2010 Cadillac Escalade EXT,2010,403,417,Cadillac Escalade EXT,3.5242290748898677,5.286343612334802
100,6,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,6,Automatic,10,E85,15,2010 Cadillac Escalade EXT Luxury,Cadillac,2010 Cadillac Escalade EXT,2010,403,417,Cadillac Escalade EXT,3.5242290748898677,5.286343612334802
142,220,113,Front-wheel drive,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,6,Automatic,18,Gasoline,25,2011 Saab 9-4X 3.0i,Saab,2011 Saab 9-4X,2011,265,223,Saab 9-4X,6.343612334801763,8.810572687224669
142,220,113,All-wheel drive,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,6,Automatic,15,Gasoline,22,2011 Saab 9-4X 3.0i Aero,Saab,2011 Saab 9-4X,2011,300,295,Saab 9-4X,5.286343612334802,7.75330396475771
142,220,113,Front-wheel drive,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,6,Automatic,18,Gasoline,25,2011 Saab 9-4X 3.0i Premium,Saab,2011 Saab 9-4X,2011,265,223,Saab 9-4X,6.343612334801763,8.810572687224669
142,220,113,All-wheel drive,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,6,Automatic,17,Gasoline,23,2011 Saab 9-4X 3.0i Premium XWD,Saab,2011 Saab 9-4X,2011,265,223,Saab 9-4X,5.991189427312776,8.105726872246697
142,220,113,All-wheel drive,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,6,Automatic,17,Gasoline,23,2011 Saab 9-4X 3.0i XWD,Saab,2011 Saab 9-4X,2011,265,223,Saab 9-4X,5.991189427312776,8.105726872246697
74,70,240,Rear-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,4,Automatic,15,Gasoline,20,2011 GMC Sierra 1500 Long Box WT 2WD,GMC,2011 GMC Sierra 1500,2011,195,260,GMC Sierra 1500,5.286343612334802,7.048458149779735
74,70,240,Rear-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,10,E85,14,2011 GMC Sierra 1500 Long Box WT 2WD 4.8L,GMC,2011 GMC Sierra 1500,2011,302,305,GMC Sierra 1500,3.5242290748898677,4.933920704845815
74,70,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6,Automatic,15,Gasoline,21,2011 GMC Sierra 1500 Long Box WT 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,GMC Sierra 1500,5.286343612334802,7.400881057268723
82,70,240,Four-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,4,Automatic,14,Gasoline,18,2011 GMC Sierra 1500 Long Box WT 4WD,GMC,2011 GMC Sierra 1500,2011,195,260,GMC Sierra 1500,4.933920704845815,6.343612334801763
82,70,240,Four-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,13,Gasoline,18,2011 GMC Sierra 1500 Long Box WT 4WD 4.8L,GMC,2011 GMC Sierra 1500,2011,302,305,GMC Sierra 1500,4.581497797356828,6.343612334801763
82,70,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6,Automatic,11,E85,16,2011 GMC Sierra 1500 Long Box WT 4WD 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,GMC Sierra 1500,3.876651982378855,5.638766519823789
74,70,240,Rear-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,14,Gasoline,19,2011 GMC Sierra 1500 Long Box SLE 2WD,GMC,2011 GMC Sierra 1500,2011,302,305,GMC Sierra 1500,4.933920704845815,6.696035242290749
74,70,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6,Automatic,15,Gasoline,21,2011 GMC Sierra 1500 Long Box SLE 2WD 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,GMC Sierra 1500,5.286343612334802,7.400881057268723
82,70,240,Four-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,13,Gasoline,18,2011 GMC Sierra 1500 Long Box SLE 4WD,GMC,2011 GMC Sierra 1500,2011,302,305,GMC Sierra 1500,4.581497797356828,6.343612334801763
82,70,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6,Automatic,11,E85,16,2011 GMC Sierra 1500 Long Box SLE 4WD 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,GMC Sierra 1500,3.876651982378855,5.638766519823789
78,155,92,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,6,Automatic,13,Gasoline,19,2010 Aston Martin Rapide,Aston Martin,2010 Aston Martin Rapide,2010,470,443,Aston Martin Rapide,4.581497797356828,6.696035242290749
217,33,73,Rear-wheel drive,Aston Martin 6.0L 510 hp 420 ft-lbs,6,Manual,11,Gasoline,17,2011 Aston Martin V12 Vantage,Aston Martin,2011 Aston Martin V12 Vantage,2011,510,420,Aston Martin V12 Vantage,3.876651982378855,5.991189427312776
217,33,73,Rear-wheel drive,Aston Martin 6.0L 510 hp 420 ft-lbs,6,Manual,11,Gasoline,17,2011 Aston Martin V12 Vantage Carbon Black,Aston Martin,2011 Aston Martin V12 Vantage,2011,510,420,Aston Martin V12 Vantage,3.876651982378855,5.991189427312776
188,144,69,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Automatic,13,E85,21,2011 Saab 9-5 Sedan Turbo4 AT,Saab,2011 Saab 9-5 Sedan,2011,220,258,Saab 9-5 Sedan,4.581497797356828,7.400881057268723
188,144,69,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Manual,20,Gasoline,33,2011 Saab 9-5 Sedan Turbo4 Premium MT,Saab,2011 Saab 9-5 Sedan,2011,220,258,Saab 9-5 Sedan,7.048458149779735,11.629955947136565
188,144,69,All-wheel drive,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,6,Automatic,17,Gasoline,27,2011 Saab 9-5 Sedan Turbo6 XWD,Saab,2011 Saab 9-5 Sedan,2011,300,295,Saab 9-5 Sedan,5.991189427312776,9.515418502202644
188,144,69,All-wheel drive,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,6,Automatic,17,Gasoline,27,2011 Saab 9-5 Aero Sedan,Saab,2011 Saab 9-5 Sedan,2011,300,295,Saab 9-5 Sedan,5.991189427312776,9.515418502202644
188,144,69,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Manual,20,Gasoline,33,2011 Saab 9-5 Sedan Turbo4,Saab,2011 Saab 9-5 Sedan,2011,220,258,Saab 9-5 Sedan,7.048458149779735,11.629955947136565
188,144,69,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Automatic,18,Gasoline,28,2011 Saab 9-5 Sedan Turbo4 Premium,Saab,2011 Saab 9-5 Sedan,2011,220,258,Saab 9-5 Sedan,6.343612334801763,9.86784140969163
185,144,74,All-wheel drive,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,6,Automatic,16,Gasoline,27,2010 Saab 9-5 Aero Sedan,Saab,2010 Saab 9-5 Sedan,2010,300,295,Saab 9-5 Sedan,5.638766519823789,9.515418502202644
191,98,13,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2010 Mercury Mariner,Mercury,2010 Mercury Mariner,2010,171,171,Mercury Mariner,7.400881057268723,9.86784140969163
191,98,13,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6,Automatic,20,Gasoline,26,2010 Mercury Mariner AWD,Mercury,2010 Mercury Mariner,2010,171,171,Mercury Mariner,7.048458149779735,9.162995594713657
191,98,13,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,14,E85,19,2010 Mercury Mariner FFV,Mercury,2010 Mercury Mariner,2010,240,223,Mercury Mariner,4.933920704845815,6.696035242290749
191,98,13,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,13,E85,17,2010 Mercury Mariner FFV AWD,Mercury,2010 Mercury Mariner,2010,240,223,Mercury Mariner,4.581497797356828,5.991189427312776
242,105,13,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2010 Mercury Mariner Premier,Mercury,2010 Mercury Mariner,2010,171,171,Mercury Mariner,7.400881057268723,9.86784140969163
242,105,13,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6,Automatic,20,Gasoline,26,2010 Mercury Mariner Premier AWD,Mercury,2010 Mercury Mariner,2010,171,171,Mercury Mariner,7.048458149779735,9.162995594713657
242,105,13,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,19,Gasoline,25,2010 Mercury Mariner Premier FFV,Mercury,2010 Mercury Mariner,2010,240,223,Mercury Mariner,6.696035242290749,8.810572687224669
242,105,13,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,13,E85,17,2010 Mercury Mariner Premier FFV AWD,Mercury,2010 Mercury Mariner,2010,240,223,Mercury Mariner,4.581497797356828,5.991189427312776
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2011 Chevrolet Traverse LS,Chevrolet,2011 Chevrolet Traverse,2011,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2011 Chevrolet Traverse LS AWD,Chevrolet,2011 Chevrolet Traverse,2011,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2011 Chevrolet Traverse 1LT,Chevrolet,2011 Chevrolet Traverse,2011,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2011 Chevrolet Traverse 1LT AWD,Chevrolet,2011 Chevrolet Traverse,2011,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2011 Chevrolet Traverse 2LT,Chevrolet,2011 Chevrolet Traverse,2011,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2011 Chevrolet Traverse 2LT AWD,Chevrolet,2011 Chevrolet Traverse,2011,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,17,Gasoline,24,2011 Chevrolet Traverse LTZ,Chevrolet,2011 Chevrolet Traverse,2011,288,270,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,16,Gasoline,23,2011 Chevrolet Traverse LTZ AWD,Chevrolet,2011 Chevrolet Traverse,2011,288,270,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2010 Chevrolet Traverse LS,Chevrolet,2010 Chevrolet Traverse,2010,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2010 Chevrolet Traverse LS AWD,Chevrolet,2010 Chevrolet Traverse,2010,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2010 Chevrolet Traverse 1LT,Chevrolet,2010 Chevrolet Traverse,2010,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2010 Chevrolet Traverse 1LT AWD,Chevrolet,2010 Chevrolet Traverse,2010,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,17,Gasoline,24,2010 Chevrolet Traverse 2LT,Chevrolet,2010 Chevrolet Traverse,2010,281,266,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,6,Automatic,16,Gasoline,23,2010 Chevrolet Traverse 2LT AWD,Chevrolet,2010 Chevrolet Traverse,2010,281,266,Chevrolet Traverse,5.638766519823789,8.105726872246697
57,87,199,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,17,Gasoline,24,2010 Chevrolet Traverse LTZ,Chevrolet,2010 Chevrolet Traverse,2010,288,270,Chevrolet Traverse,5.991189427312776,8.458149779735685
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,16,Gasoline,23,2010 Chevrolet Traverse LTZ AWD,Chevrolet,2010 Chevrolet Traverse,2010,288,270,Chevrolet Traverse,5.638766519823789,8.105726872246697
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,6,Manual,22,Gasoline,29,2011 Mercury Milan,Mercury,2011 Mercury Milan,2011,175,172,Mercury Milan,7.75330396475771,10.220264317180618
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,6,Automatic,23,Gasoline,33,2011 Mercury Milan AT,Mercury,2011 Mercury Milan,2011,175,172,Mercury Milan,8.105726872246697,11.629955947136565
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,6,Automatic,23,Gasoline,33,2011 Mercury Milan Premier,Mercury,2011 Mercury Milan,2011,175,172,Mercury Milan,8.105726872246697,11.629955947136565
165,192,41,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,14,E85,21,2011 Mercury Milan Premier FFV,Mercury,2011 Mercury Milan,2011,240,223,Mercury Milan,4.933920704845815,7.400881057268723
165,192,41,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,13,E85,19,2011 Mercury Milan Premier FFV AWD,Mercury,2011 Mercury Milan,2011,240,223,Mercury Milan,4.581497797356828,6.696035242290749
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,6,Manual,22,Gasoline,29,2010 Mercury Milan,Mercury,2010 Mercury Milan,2010,175,172,Mercury Milan,7.75330396475771,10.220264317180618
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,6,Automatic,22,Gasoline,31,2010 Mercury Milan AT,Mercury,2010 Mercury Milan,2010,175,172,Mercury Milan,7.75330396475771,10.92511013215859
165,192,41,Front-wheel drive,Mercury 2.5L 4 Cylinder 175 hp 172 ft-lbs,6,Automatic,22,Gasoline,31,2010 Mercury Milan Premier,Mercury,2010 Mercury Milan,2010,175,172,Mercury Milan,7.75330396475771,10.92511013215859
165,192,41,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,19,Gasoline,27,2010 Mercury Milan Premier FFV,Mercury,2010 Mercury Milan,2010,240,223,Mercury Milan,6.696035242290749,9.515418502202644
165,192,41,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,18,Gasoline,25,2010 Mercury Milan Premier FFV AWD,Mercury,2010 Mercury Milan,2010,240,223,Mercury Milan,6.343612334801763,8.810572687224669
155,237,28,All-wheel drive,Lexus 3.5L 6 Cylinder 303hp 274ft-lbs,6,Automatic,18,Gasoline,25,2011 Lexus GS 350 AWD Sedan,Lexus,2011 Lexus GS,2011,303,274,Lexus GS,6.343612334801763,8.810572687224669
145,237,28,Rear-wheel drive,Lexus 4.6L 8 Cylinder 342hp 339ft-lbs,8,Automatic,17,Gasoline,24,2011 Lexus GS 460 Sedan,Lexus,2011 Lexus GS,2011,342,339,Lexus GS,5.991189427312776,8.458149779735685
145,237,28,Rear-wheel drive,Lexus 3.5L 6 Cylinder 303hp 274ft-lbs,6,Automatic,19,Gasoline,26,2011 Lexus GS 350 Sedan,Lexus,2011 Lexus GS,2011,303,274,Lexus GS,6.696035242290749,9.162995594713657
236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,6,Manual,13,Gasoline,19,2011 Aston Martin V8 Vantage Roadster,Aston Martin,2011 Aston Martin V8 Vantage Roadster,2011,420,346,Aston Martin V8 Vantage Roadster,4.581497797356828,6.696035242290749
236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,6,Manual,13,Gasoline,19,2011 Aston Martin V8 Vantage N420 Roadster,Aston Martin,2011 Aston Martin V8 Vantage Roadster,2011,420,346,Aston Martin V8 Vantage Roadster,4.581497797356828,6.696035242290749
246,29,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,6,Manual,12,Gasoline,19,2010 Aston Martin V8 Vantage Roadster,Aston Martin,2010 Aston Martin V8 Vantage Roadster,2010,420,346,Aston Martin V8 Vantage Roadster,4.229074889867842,6.696035242290749
236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,6,Manual,13,Gasoline,19,2011 Aston Martin V8 Vantage Coup,Aston Martin,2011 Aston Martin V8 Vantage Coup,2011,420,346,Aston Martin V8 Vantage Coup,4.581497797356828,6.696035242290749
236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,6,Manual,13,Gasoline,19,2011 Aston Martin V8 Vantage N420 Coup,Aston Martin,2011 Aston Martin V8 Vantage Coup,2011,420,346,Aston Martin V8 Vantage Coup,4.581497797356828,6.696035242290749
233,29,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,6,Manual,12,Gasoline,19,2010 Aston Martin V8 Vantage Coup,Aston Martin,2010 Aston Martin V8 Vantage Coup,2010,420,346,Aston Martin V8 Vantage Coup,4.229074889867842,6.696035242290749
85,215,240,Rear-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,4,Automatic,15,Gasoline,20,2011 GMC Sierra 1500 Extended Cab WT 2WD,GMC,2011 GMC Sierra 1500,2011,195,260,GMC Sierra 1500,5.286343612334802,7.048458149779735
85,215,240,Rear-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,10,E85,14,2011 GMC Sierra 1500 Extended Cab WT 2WD 4.8L,GMC,2011 GMC Sierra 1500,2011,302,305,GMC Sierra 1500,3.5242290748898677,4.933920704845815
85,215,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6,Automatic,11,E85,16,2011 GMC Sierra 1500 Extended Cab WT 2WD 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,GMC Sierra 1500,3.876651982378855,5.638766519823789
